Query_ID	Doc_ID	Rank	Score
1	1268	1	50.10190672081535
1	51	2	37.58407365639685
1	12	3	37.38211994432029
1	486	4	36.86946347373443
1	1144	5	35.68649132961365
1	792	6	34.36658995585608
1	588	7	32.29086289462454
1	184	8	32.22928347672831
1	14	9	29.622708371443334
1	156	10	28.52148330332571
2	12	1	57.14723495959009
2	51	2	50.2925191525693
2	14	3	42.978547069946586
2	792	4	41.14562773835515
2	588	5	41.11226021645769
2	1169	6	40.07065500605483
2	1147	7	36.86943477820808
2	1263	8	30.823659134726533
2	156	9	28.52148330332571
2	100	10	28.428271020963333
3	329	1	40.08685369492751
3	144	2	35.17624891430911
3	542	3	35.03909684951417
3	707	4	32.05795992944555
3	826	5	31.41024874321498
3	49	6	27.475844995135063
3	564	7	27.017118575806954
3	623	8	26.9905488032987
3	980	9	25.10302829705823
3	344	10	24.87269752107791
4	185	1	50.84499032903218
4	575	2	45.3864304193008
4	317	3	43.55979250945334
4	576	4	43.31376857263227
4	401	5	39.80175568386094
4	827	6	38.5941269101484
4	536	7	37.47747771527199
4	236	8	35.922463496857546
4	110	9	35.314862369921286
4	1010	10	35.284219021046425
5	1066	1	30.317509076256414
5	329	2	29.498620200036687
5	103	3	23.66732217499693
5	14	4	23.047071874906997
5	625	5	22.891223946302496
5	172	6	20.495671520669017
5	62	7	20.19767448106192
5	401	8	19.796427016539468
5	1296	9	19.595756321077314
5	373	10	19.563725363370082
6	315	1	46.256916169031065
6	798	2	41.461394621418464
6	257	3	39.45727006491242
6	344	4	31.52188960409227
6	522	5	31.159825308021393
6	927	6	30.8003027743772
6	491	7	28.514756435072304
6	640	8	24.854631882806242
6	996	9	24.766963827611143
6	294	10	23.813115683430524
7	1040	1	83.58359493010369
7	1347	2	66.79487458874846
7	122	3	61.01891701059563
7	189	4	59.75925585390274
7	947	5	56.75286504035248
7	1231	6	54.15054996137879
7	492	7	53.86232229293751
7	225	8	53.53724294065118
7	721	9	52.5346757656268
7	174	10	49.59681786597834
8	1347	1	61.05610017321041
8	947	2	59.56967446600436
8	122	3	53.98349057504215
8	189	4	40.64074683264081
8	433	5	38.378396884389815
8	999	6	35.916803700585056
8	197	7	32.908527071153394
8	492	8	31.71738803924516
8	1352	9	31.60544080024361
8	993	10	30.622886372689603
9	564	1	53.75595423363987
9	662	2	49.27843133262789
9	571	3	41.10724150675871
9	49	4	40.94275517793574
9	45	5	39.152046726512616
9	872	6	34.6964374780245
9	962	7	34.658106289827074
9	1213	8	34.658106289827074
9	846	9	32.43316722071388
9	661	10	32.419344839321084
10	493	1	77.9543336026154
10	185	2	54.42638033049349
10	1199	3	48.99593522064899
10	1313	4	36.100697125773465
10	302	5	32.524502963551974
10	1214	6	31.482247458592674
10	522	7	30.976058109710912
10	781	8	30.000532550502037
10	1009	9	29.56389979059403
10	110	10	28.97103602977574
11	1356	1	50.75792712653039
11	72	2	39.37086975449726
11	110	3	38.855812110318695
11	64	4	37.73233305334982
11	1108	5	36.35307955678059
11	495	6	33.906129557513516
11	1147	7	30.724278208465556
11	572	8	30.42719899558533
11	667	9	29.473764015071634
11	329	10	27.9415963358384
12	1209	1	41.21370099491517
12	649	2	36.46734111157198
12	543	3	33.307715806253164
12	1144	4	31.05859398554862
12	624	5	30.932356228042156
12	576	6	30.50418538789099
12	588	7	29.72845644009225
12	1066	8	29.53279470217098
12	927	9	29.09031781385609
12	1164	10	27.27888241517676
13	199	1	48.376023506137045
13	1268	2	40.31393101462021
13	660	3	32.43316722071388
13	496	4	28.192957415680123
13	903	5	27.40107539443449
13	643	6	24.188011753068523
13	520	7	21.713446457075253
13	801	8	21.36967801025614
13	1242	9	13.899928808877375
13	797	10	13.540554807969478
14	1313	1	83.69531087452418
14	64	2	75.09994033121545
14	329	3	55.48917177361232
14	798	4	54.41048940084977
14	170	5	47.33938891100358
14	132	6	47.321376003687575
14	721	7	46.88879454113936
14	1156	8	41.143302538348436
14	903	9	39.2039789928251
