Query_ID	Doc_ID	Rank	Score
1	184	1	30.414754986014376
1	486	2	26.623602281444796
1	12	3	26.002776272160954
1	1268	4	24.876157890173477
1	13	5	23.297845696997243
1	878	6	21.882555071259937
1	14	7	21.356391721803302
1	51	8	19.248543864102103
1	172	9	19.09212672560694
1	1361	10	18.791553149072765
2	12	1	49.98957980535404
2	14	2	29.56743616518987
2	172	3	28.56587358346696
2	792	4	26.614281369464784
2	51	5	25.615557659382315
2	724	6	25.419326234177294
2	1170	7	25.165850151258866
2	1089	8	24.659322975048248
2	1263	9	24.347534338041676
2	1158	10	23.978759523653196
3	5	1	33.5603093468017
3	181	2	27.671922694919783
3	485	3	23.13789763153678
3	542	4	22.98436464489279
3	826	5	21.85667129451419
3	980	6	21.427609251446732
3	828	7	21.371995923328786
3	251	8	21.28964551202282
3	350	9	19.866023228721886
3	623	10	19.683882449936164
4	1189	1	39.47580290164797
4	185	2	36.38975754123222
4	1255	3	35.949445811402995
4	1275	4	34.58248905067279
4	1061	5	34.24219951511077
4	1085	6	33.60716826210522
4	574	7	33.48565824243032
4	166	8	32.90290772918727
4	1123	9	32.82328337892352
4	167	10	32.0517323443957
5	103	1	23.064149044468767
5	1032	2	21.005195925104974
5	943	3	19.00685625776443
5	746	4	17.82939413507766
5	1296	5	17.404878890993363
5	625	6	16.900671792281166
5	1295	7	16.421611263181518
5	1272	8	16.347266289041343
5	36	9	16.17090950106227
5	488	10	15.944483222263699
6	491	1	25.56128107371501
6	257	2	24.3773367578618
6	315	3	22.460562947853465
6	121	4	21.00615065212683
6	251	5	19.887744486018146
6	651	6	19.85973564266913
6	610	7	19.807352045975133
6	148	8	19.797073667748638
6	355	9	19.00886338732604
6	296	10	18.89230826689954
7	492	1	63.13126291097555
7	122	2	47.55336329918374
7	1231	3	44.757251554423505
7	56	4	39.491622894733005
7	232	5	38.13017005794885
7	1040	6	36.79519804865417
7	973	7	34.72139401756852
7	498	8	34.669855742003385
7	124	9	34.49747087651532
