Query_ID	Doc_ID	Rank	Score
1	51	1	30.656008243151053
1	486	2	27.017456897250458
1	12	3	25.884475700896658
1	878	4	24.0715297818015
1	573	5	21.75419153520363
1	184	6	21.38449745698839
1	665	7	18.056165421125957
1	1268	8	17.358744177541762
1	141	9	16.61093658704145
1	944	10	16.455423287261954
2	12	1	37.30232912840644
2	51	2	22.576626967368703
2	1169	3	19.083217442791682
2	172	4	18.66899540969675
2	14	5	18.236526226082685
2	100	6	17.320779465270654
2	724	7	16.649655935310577
2	1263	8	16.54205557173258
2	658	9	16.249742494611016
2	184	10	15.594605758505551
3	5	1	25.095774796146564
3	485	2	24.12692456849311
3	144	3	23.625415592643463
3	1072	4	21.334076575420646
3	90	5	18.876628455219027
3	828	6	18.784668110714723
3	181	7	18.7451077588749
3	980	8	18.083722108958384
3	579	9	17.656694928141015
3	91	10	17.04300406694999
4	1315	1	28.108981137729256
4	1189	2	28.0037101219064
4	1061	3	27.4354063078165
4	167	4	26.88279932596013
4	1255	5	26.833609632789322
4	1085	6	26.73587284595091
4	488	7	25.607248628168385
4	1275	8	25.238457869894134
4	1374	9	25.01223351872128
4	575	10	24.670247622814394
5	1032	1	18.785816480844833
5	103	2	18.720961251881967
5	401	3	16.658984428804235
5	943	4	15.390808405967153
5	828	5	15.296384819712099
5	625	6	14.720965061660445
5	968	7	14.38702670118381
5	1072	8	13.842666666638092
5	981	9	13.341643739650044
5	368	10	13.31517297646667
6	491	1	19.39574114032128
6	121	2	17.209361384713194
6	257	3	15.585248636251217
6	315	4	14.005752887381973
6	798	5	13.78829932916536
6	610	6	13.620774678345168
6	251	7	12.982691582603817
6	287	8	12.772732440239174
6	651	9	12.715495882201889
6	386	10	12.29414824024938
7	492	1	48.59318554501278
7	122	2	31.2549099031018
7	1231	3	26.506804105427193
7	973	4	24.14910985157799
7	232	5	23.87127952940903
7	124	6	23.79546668272338
7	56	7	22.818269114785803
7	373	8	22.659833631409647
7	434	9	22.101856329147406
7	234	10	20.91110239278227
8	122	1	28.077589818354422
8	492	2	26.752710729060947
8	1231	3	24.813508601162702
8	234	4	21.901978084654246
8	1307	5	21.109912940229158
8	69	6	20.816296651855637
8	248	7	20.751366714208615
8	124	8	20.686424821115384
8	292	9	20.432639661458225
8	354	10	20.197800062264154
9	45	1	24.73352732033584
9	550	2	21.044481376199496
9	102	3	18.806909866978547
9	306	4	18.382617074367996
9	571	5	18.014948719054974
9	549	6	17.334300606658555
9	270	7	16.175802146389195
9	398	8	15.771062156552286
9	983	9	15.472620923070737
9	123	10	14.848357793775786
10	493	1	29.514528830621387
10	302	2	27.707276016052628
10	1143	3	22.43476298669321
10	949	4	22.136331398553146
10	1199	5	21.197814232544296
10	1010	6	20.325409887821888
10	1009	7	19.30584548409928
10	616	8	18.378681745544835
10	1264	9	18.364866212324593
10	421	10	18.272200070953705
11	495	1	31.332033776679864
11	472	2	20.552185836348894
11	72	3	19.698717142150052
11	1186	4	18.891777021177127
11	28	5	18.858754587850537
11	1280	6	18.847494185778444
11	654	7	18.212103261754834
11	305	8	18.067019545769348
11	572	9	17.96689048504105
11	556	10	17.75642022129771
12	650	1	25.729639405000984
12	543	2	19.903199408474844
12	506	3	17.655724487335803
12	649	4	17.38976429283222
12	624	5	17.384680810659727
12	1232	6	17.339838486139122
12	966	7	16.133263421622264
12	941	8	15.927880536095916
12	33	9	15.086063144294439
12	602	10	14.262459453893843
13	496	1	23.91176425115305
13	903	2	16.20868852485715
13	520	3	14.69972386414221
13	38	4	12.547859570496176
13	440	5	12.000054138733072
13	880	6	11.6344114696361
13	1268	7	11.24256839011224
13	643	8	10.277617405652482
13	415	9	10.16823810437678
13	199	10	10.052225395584596
14	64	1	19.153399192006038
14	439	2	17.580792465290735
14	402	3	16.997011374699852
14	170	4	16.77915131560075
14	132	5	16.602275026374564
14	798	6	15.900726984051904
14	1303	7	15.897995193985238
14	256	8	15.129936373709917
14	65	9	14.871023316265136
14	1364	10	14.809311651041797
15	462	1	19.065290089818134
15	463	2	11.49013491749524
15	1025	3	11.271460550933444
15	1099	4	11.140802552345335
15	542	5	10.189020006277698
15	1043	6	10.060184130653958
15	817	7	9.63515502301965
15	1065	8	9.478406753597032
15	982	9	8.955797605266019
15	82	10	8.776536293100301
16	498	1	33.49159697794664
16	1255	2	22.938017419605394
16	927	3	18.637780941870375
16	1006	4	18.205657934988036
16	410	5	17.650975168631916
16	231	6	17.61375328003036
16	1328	7	16.819101503168874
16	814	8	16.80420824827871
16	869	9	16.547481848957176
16	248	10	15.52193014342323
17	1108	1	24.63010674767314
17	700	2	23.436836122661987
17	1281	3	22.288238592829654
17	445	4	22.11072036463503
17	577	5	21.59925501640679
17	1301	6	20.969284572534892
17	148	7	20.766376486524738
17	1036	8	20.732564383555566
17	601	9	20.35198433629688
17	916	10	20.059535509633626
18	197	1	24.38778257415236
18	498	2	23.366911193135557
18	1231	3	21.190236763527658
18	234	4	20.888580446072964
18	1352	5	20.67683769038192
18	492	6	20.286476418405776
18	248	7	20.155144255374772
18	354	8	19.975282259624322
18	225	9	19.466531206609627
18	1192	10	19.380046150917035
19	82	1	24.238601035983024
19	1346	2	21.27927126359651
19	353	3	19.784540434391047
19	453	4	19.40187307591372
19	716	5	18.923707034572857
19	44	6	18.69737067975745
19	706	7	18.676473893973416
19	1279	8	17.96041616581312
19	554	9	17.7802556544526
19	1052	10	17.032504724624737
20	500	1	35.84714476317291
20	268	2	28.526828368375035
20	88	3	28.00411346828021
20	270	4	23.900765569014606
20	44	5	21.37169520139885
20	450	6	20.10026627179129
20	407	7	19.90918985636084
20	584	8	19.58541118801223
20	87	9	19.505808234559822
20	375	10	19.39235350791214
21	502	1	41.78287473882304
21	68	2	21.78255343048651
21	961	3	18.477968486078268
21	343	4	18.421343487217975
21	1051	5	17.872841806581757
21	1007	6	16.991952811035777
21	421	7	16.82100627325337
21	302	8	16.32102898475929
21	17	9	16.06525907291197
21	628	10	15.786561440858115
22	125	1	24.051664376560446
22	413	2	23.178930364842156
22	307	3	22.8542413275641
22	560	4	22.83360721794279
22	50	5	21.894471487414606
22	81	6	21.41116508075092
22	565	7	20.04590310698761
22	120	8	19.747969295781825
22	306	9	19.700690570012142
22	348	10	19.654649984298114
23	28	1	18.862890973540164
23	902	2	18.76622426319513
23	202	3	17.705553924566495
23	251	4	17.120997338309525
23	14	5	16.233629499910645
23	893	6	15.022303225574783
23	892	7	14.7349598932768
23	1151	8	14.65085070228912
23	718	9	14.397428015677612
23	658	10	14.099989262795289
24	756	1	26.460853274678158
24	46	2	18.463302008711462
24	837	3	16.68206476042155
24	12	4	15.21320295607305
24	47	5	14.822343321293236
24	1034	6	14.746695807710893
