Query_ID	Doc_ID	Rank	Score
1	12	1	23.923167283241423
1	184	2	23.178392669361322
1	486	3	22.751128706911903
1	878	4	20.887573150069795
1	1268	5	20.762893501954952
1	13	6	19.33287022989024
1	195	7	14.87806113664153
1	172	8	14.350431449898625
1	1144	9	13.849356113655748
1	141	10	13.581857372118664
2	12	1	39.494415279446855
2	14	2	19.50864948521718
2	172	3	19.027419054202245
2	51	4	18.245861332834732
2	724	5	18.03613778989535
2	1169	6	17.174513331584965
2	1170	7	16.421362224660353
2	792	8	16.07822304804033
2	1042	9	15.799656243357282
2	1263	10	15.535325196043996
3	5	1	30.076781642608417
3	181	2	23.354805124642695
3	485	3	19.587045100507957
3	542	4	19.295264715733744
3	980	5	17.527295785926615
3	547	6	15.497132787691621
3	828	7	15.123541275569785
3	144	8	15.090589331048239
3	251	9	14.92652117200873
3	826	10	14.490309501266001
4	1189	1	27.628841506062486
4	1061	2	23.761697654813922
4	1085	3	22.977263502746627
4	1255	4	20.787023545629815
4	575	5	20.58882181684214
4	259	6	20.437569348802157
4	1275	7	20.4264356297856
4	185	8	20.21261800854743
4	317	9	20.147880670978203
4	1312	10	20.03935674876488
5	103	1	19.300767209603087
5	1032	2	19.25461667177084
5	943	3	15.871075649974605
5	746	4	14.201500379109444
5	1379	5	13.728406359485419
5	1296	6	13.230160601805256
5	625	7	13.196286298749863
5	28	8	12.591373210321654
5	1272	9	12.505430661764771
5	1295	10	12.46485411565046
6	491	1	19.760764899467773
6	121	2	17.666268212293993
6	257	3	15.946729116306965
6	315	4	14.557370027400617
6	610	5	14.066022936044327
6	251	6	13.16650386876
6	651	7	12.857527766759777
6	386	8	12.375279314661645
6	409	9	12.050680924273921
6	522	10	11.828400915953655
7	492	1	51.871247091041006
7	122	2	32.11384729158993
7	1231	3	30.171003254948307
7	56	4	27.78943664394284
7	973	5	24.76889136265885
7	124	6	24.476487238019775
7	232	7	23.928149681928637
7	1040	8	22.665714715009155
7	1307	9	21.561345759524862
7	234	10	21.323334531156103
8	122	1	26.172347898027056
8	492	2	24.270025358387226
8	988	3	19.814599165876963
8	1352	4	19.318065596090356
8	639	5	18.13912386023115
8	124	6	18.09180089976239
8	69	7	16.95065065263765
8	1231	8	16.059806910225113
8	433	9	15.983876486723139
8	48	10	15.544101326777856
9	45	1	24.16440661331998
9	21	2	20.85085827396275
9	102	3	19.001773764270617
9	306	4	18.7516832477879
9	571	5	18.37451994570869
9	550	6	18.27175626976432
9	270	7	16.70622732051794
9	303	8	15.578537963257322
9	1215	9	14.675615979913838
9	1002	10	14.516344005668815
10	493	1	31.758599158810533
10	1199	2	21.37628265827963
10	302	3	20.85619216086369
10	1009	4	19.375748597415857
10	1010	5	18.803424220383945
10	949	6	18.781940440910205
10	1264	7	18.55431767573301
10	421	8	18.518713810454557
10	781	9	18.331365932484424
10	524	10	18.03373070809238
11	495	1	31.96842016820879
11	654	2	20.643501355455538
11	110	3	19.801301672878758
11	72	4	18.92704901933031
11	273	5	18.732671833310402
11	667	6	18.43423080993479
11	1356	7	17.24985937701162
11	473	8	17.08122588688469
11	192	9	16.4618808738136
11	1157	10	15.872641403894187
12	543	1	22.21516451611294
12	650	2	21.018995922908697
12	1232	3	20.29464168189282
12	649	4	18.35856118811322
12	624	5	18.310419873019
12	1223	6	15.265384253606063
12	1221	7	14.396098209950935
12	1164	8	13.4973120698559
12	506	9	13.370135831916226
12	602	10	13.218152339970866
13	496	1	24.051953154922323
13	903	2	16.799525237754892
13	520	3	15.332717106960537
13	38	4	13.20833732110975
13	440	5	12.113897379998305
13	880	6	11.76259106439153
13	1268	7	11.652855608233441
13	643	8	10.455178278953767
13	415	9	10.277336840068564
13	199	10	10.224489804223168
14	64	1	19.737908817656646
14	256	2	15.828475432356214
14	439	3	15.39879375345811
14	65	4	15.203319581233126
14	402	5	14.775474757104039
14	1364	6	14.63098791865233
14	132	7	14.627357457991804
14	170	8	14.4338637318811
14	903	9	14.013146308528361
14	319	10	13.935162900676076
15	462	1	19.61531327834009
15	463	2	16.5012232420627
15	761	3	13.358740485642798
15	1097	4	12.15215281512804
15	1117	5	11.904396506486037
15	1025	6	11.83760564885414
15	1099	7	11.70309690548861
15	817	8	11.27002308162822
15	1279	9	10.779618543441615
15	542	10	10.655632809066685
16	498	1	35.30659038912475
16	869	2	18.91329132485555
16	1006	3	18.89916711273781
