Query_ID	Doc_ID	Rank	Score
1	12	1	23.867845735254086
1	184	2	23.105613385859527
1	486	3	22.97547083355921
1	878	4	20.845351985464415
1	1268	5	20.655974625321036
1	13	6	19.275968317475904
1	195	7	14.81394910815676
1	172	8	14.28489184700698
1	1144	9	13.79923336412281
1	141	10	13.536803817757782
2	12	1	39.394404134585244
2	14	2	19.402902870911838
2	172	3	18.932359052812238
2	51	4	18.20261637913416
2	724	5	17.972074484880274
2	1169	6	17.1370849678437
2	1170	7	16.373401184626804
2	792	8	15.991547154218503
2	1042	9	15.88461292246933
2	1263	10	15.46837818751708
3	5	1	30.03248288401962
3	181	2	23.603714316294287
3	485	3	19.68594546153924
3	542	4	19.496745730745342
3	980	5	17.45426695440886
3	547	6	15.443256935999377
3	828	7	15.315309865614433
3	144	8	15.064274722633757
3	251	9	14.886915535265693
3	826	10	14.677113327813757
4	1189	1	27.547050396328434
4	1061	2	23.627580158196317
4	1085	3	22.928337987356908
4	1255	4	21.04899616367671
4	259	5	20.640601932433572
4	1275	6	20.573608182190107
4	575	7	20.51310099633745
4	1312	8	20.22960587029769
4	185	9	20.11957878128686
4	317	10	20.079930236211887
5	103	1	19.250150552409696
5	1032	2	19.19074551665914
5	943	3	15.811937169671005
5	746	4	14.317273823422697
5	1379	5	13.693053088219642
5	1296	6	13.17153696096294
5	625	7	13.122441609398068
5	1272	8	12.66479997909999
5	28	9	12.540116631690356
5	1295	10	12.416305038891437
6	491	1	19.70894465328473
6	121	2	17.824616213399594
6	257	3	16.07887166440201
6	315	4	14.486066029101554
6	610	5	14.022009450385216
6	251	6	13.125938135144303
6	651	7	12.815821228915992
6	386	8	12.354040065463506
6	409	9	12.135386184131242
6	522	10	11.778142243415965
7	492	1	52.28638837408859
7	122	2	31.992957250278113
7	1231	3	30.082208804989904
7	56	4	28.081429491497584
7	973	5	24.958741490740596
7	124	6	24.35580432704888
7	232	7	23.82036383902949
7	1040	8	22.561376880104937
7	1307	9	21.478212667458976
7	1006	10	21.31084997404949
8	122	1	29.24793147971746
8	492	2	23.041463558465466
8	1352	3	21.780814215709373
8	433	4	19.203270387104094
8	988	5	18.53147914041229
8	69	6	18.439877173915182
8	1231	7	18.278064254201915
8	232	8	17.30916117195038
8	124	9	17.163080140303716
8	197	10	17.14743636081592
9	45	1	24.101811544229754
9	21	2	20.805581867157883
9	102	3	18.967032780934126
9	306	4	18.701282947284632
9	571	5	18.320240403249592
9	550	6	18.22363926041962
9	270	7	16.626366061986293
9	303	8	15.538302257349809
9	1215	9	14.633431134746397
9	1002	10	14.466898054236212
10	493	1	31.641838916260046
10	1199	2	21.30855109853264
10	302	3	21.110201246619305
10	1009	4	19.312546797173006
10	1264	5	18.786150577533487
10	1010	6	18.73477963759893
10	949	7	18.731292895545803
10	421	8	18.729051366342986
10	781	9	18.25812256956609
10	405	10	18.14404905933825
11	495	1	31.88345441160358
11	654	2	20.767833463841946
11	110	3	20.068087813103194
11	72	4	18.834587355807322
11	273	5	18.678267231333287
11	667	6	18.35188201137737
11	1356	7	17.412544667606312
11	473	8	17.023828472586306
11	192	9	16.40178055726318
11	472	10	16.010757744317086
12	543	1	22.44649871919925
12	650	2	20.971224091110077
12	1232	3	20.2324873451916
12	649	4	18.28964304240453
12	624	5	18.230509896919504
12	1223	6	15.2400111958383
12	1221	7	14.361542106329967
12	1164	8	13.441483934218823
12	506	9	13.320021492629966
12	602	10	13.18362279675852
13	496	1	24.270680722616838
13	903	2	16.980836149645782
13	520	3	15.259965725989378
13	38	4	13.179492219605173
13	440	5	12.0825224886887
13	880	6	11.873135855532098
13	1268	7	11.609906475510186
13	643	8	10.497795319347148
13	415	9	10.400841848019429
13	199	10	10.202131437905667
14	64	1	19.714016356255048
14	256	2	15.797386212855447
14	439	3	15.362866191330232
14	65	4	15.171196455495647
14	1364	5	14.741688066493698
14	402	6	14.736654761719251
14	132	7	14.579219351117121
14	170	8	14.517740356397422
14	903	9	14.11892950983636
14	319	10	13.89667873457246
15	462	1	19.55224345708521
15	463	2	16.451184149401804
15	761	3	13.328430109966519
15	1097	4	12.11452643078464
15	1117	5	11.865665691063754
15	1025	6	11.806250460989052
15	1099	7	11.784560350929642
15	817	8	11.431709987442268
15	1279	9	10.893687055980399
15	542	10	10.750770730203836
16	498	1	37.596038410619464
16	1006	2	20.94873028381008
16	927	3	19.675081549523934
16	1255	4	19.345019666138057
16	93	5	19.007029972740852
16	106	6	18.468162806337418
16	869	7	18.10265699313539
16	1301	8	17.080318981456834
16	410	9	16.985172238459086
16	494	10	16.800980108698376
17	1108	1	25.557646351645413
17	1301	2	24.559095522979515
17	577	3	23.678238906741324
17	700	4	23.534789034399825
17	916	5	22.57309083802888
17	498	6	22.055093965726954
17	410	7	21.489789738982452
17	1281	8	21.044450035544315
17	445	9	21.00056524928156
