Query_ID	Doc_ID	Rank	Score
1	1268	1	69.68748314005273
1	14	2	66.29032428223826
1	792	3	65.21804136057455
1	1144	4	64.92505540888575
1	1313	5	63.76740472906116
1	51	6	59.28345681227101
1	588	7	58.01029621779288
1	1147	8	57.4727562399999
1	798	9	57.23386673651438
1	576	10	57.044154862463074
2	1201	1	177.327408075379
2	798	2	165.53249768748643
2	1313	3	146.15610395357663
2	329	4	140.7927430437217
2	792	5	135.0865903349322
2	1147	6	111.45007892379911
2	927	7	108.21182048857304
2	14	8	107.14066545057493
2	721	9	105.06471369370512
2	1144	10	102.56217200461683
3	329	1	83.90204766318301
3	826	2	78.81262734279412
3	798	3	71.27828264675038
3	131	4	65.81573465928791
3	49	5	60.71860639977522
3	344	6	57.2753795443578
3	1040	7	57.039453679721824
3	262	8	56.98580518471544
3	225	9	56.52614683082423
3	1201	10	55.93805308961709
4	1313	1	199.17098799530052
4	798	2	180.5769787875703
4	1201	3	165.71754327515671
4	329	4	161.81538723551017
4	417	5	144.4821376273802
4	1239	6	139.456949575313
4	1040	7	137.30198230903568
4	140	8	136.11024943481837
4	576	9	134.13599002334786
4	927	10	133.19637189609412
5	1201	1	60.342030268972366
5	329	2	52.56564658294488
5	1313	3	45.96756734500798
5	1147	4	43.75353726621497
5	77	5	43.214358737184995
5	1248	6	42.45472572933864
5	1066	7	41.43480871568947
5	373	8	39.04583372323574
5	798	9	37.93246047616385
5	1392	10	37.784450940676486
6	798	1	96.77860502196286
6	315	2	87.04926185146695
6	329	3	65.2366057492982
6	1313	4	60.12869305306919
6	257	5	59.31090172506369
6	522	6	55.180658471719745
6	927	7	54.883556111341534
6	344	8	54.478147224863015
6	225	9	52.2435095044204
6	89	10	51.849804774903546
7	1313	1	227.11492991727715
7	1201	2	226.38710259699667
7	1040	3	197.52217538692238
7	798	4	183.19123244723923
7	1147	5	168.95017723502843
7	721	6	163.70634489782194
7	94	7	157.36068162873124
7	329	8	147.60899216944352
7	89	9	138.00103368422782
7	1239	10	131.40522964605492
8	433	1	106.71809632775683
8	947	2	101.07939429988417
8	1201	3	99.81458409379209
8	122	4	98.09229630223867
8	160	5	96.59128370172276
8	1239	6	88.34899187900851
8	1347	7	87.63843681623388
8	927	8	86.95306198110652
8	1040	9	81.39175331630003
8	976	10	81.30146164653173
9	662	1	57.045357523551814
9	564	2	56.862724710009445
9	1040	3	52.04888800035487
9	49	4	45.6029108924901
9	571	5	42.6606267449435
9	45	6	40.705431964697404
9	1213	7	39.31826200438144
9	846	8	37.09332293526823
9	623	9	35.028473287291966
9	989	10	34.82814705967537
10	1313	1	124.04908176860272
10	493	2	113.07188160351991
10	329	3	92.6064451584966
10	798	4	92.01456635754205
10	185	5	88.64466892401207
10	1199	6	86.01665259817733
10	1201	7	85.21897040946256
10	721	8	82.42984414537456
10	576	9	80.3584106551728
10	947	10	78.01330485886523
11	1313	1	202.70820100446787
11	1201	2	201.27870211325921
11	798	3	174.0143624663473
11	329	4	161.9322703266616
11	1147	5	153.6149639298333
11	499	6	145.97111518069724
11	94	7	140.94919461366993
11	262	8	136.95036283960945
11	1239	9	126.97950025203187
11	89	10	126.42255300705064
12	1313	1	135.55327944553295
12	1201	2	132.40117531566935
12	798	3	131.3528388279673
12	131	4	105.63787569414254
12	927	5	105.30248825883076
12	329	6	103.75145655021204
12	1147	7	101.22197219960053
12	1144	8	100.61268497878098
12	94	9	99.28030447203231
12	417	10	98.0043210642176
13	1201	1	168.36039107840236
13	1313	2	134.2894607804273
13	798	3	126.10319619836984
13	199	4	104.69928542391753
13	417	5	96.85364834889751
13	1268	6	96.65157108752801
13	903	7	94.48484264339352
13	89	8	94.46848062376847
13	660	9	94.10332460243087
13	329	10	93.53690738578634
14	1313	1	86.80208135089376
14	64	2	78.20671080758503
14	798	3	76.15788273543677
14	132	4	59.74845790916587
