Query_ID	Doc_ID	Rank	Score
1	51	1	78.76258218748697
1	874	2	59.61533859564996
1	486	3	52.442776204320374
1	329	4	45.09664033649031
1	1268	5	41.9659713721166
1	792	6	38.66214794782465
1	12	7	38.500268709806306
1	1144	8	32.50965023278661
1	588	9	32.31682598778363
1	14	10	31.94526853778558
2	51	1	63.16430524574257
2	12	2	59.99507325158748
2	1147	3	44.53331780466733
2	588	4	43.01122909815312
2	100	5	42.98450033942437
2	1169	6	41.789316957676334
2	792	7	41.566283954640184
2	14	8	39.85827375144933
2	640	9	35.87434635851049
2	1263	10	34.20982583629465
3	144	1	44.33824429048889
3	1072	2	42.52181579342487
3	329	3	41.073648385462434
3	707	4	33.823613343960396
3	542	5	31.565853658364006
3	826	6	31.408481998890217
3	980	7	31.262759316552206
3	262	8	30.641336288602147
3	344	9	30.518083192595874
3	1268	10	30.375256330361943
4	185	1	61.14018718053483
4	575	2	50.39328012775155
4	179	3	50.09739393409232
4	188	4	50.09739393409232
4	189	5	48.764058350924046
4	1061	6	47.97125507447511
4	193	7	43.58685924204186
4	576	8	43.12905506250638
4	317	9	42.38119629344084
4	660	10	42.170812919882664
5	401	1	31.123035713865413
5	329	2	29.461826786644725
5	1066	3	28.542379007674974
5	730	4	28.411831067221332
5	1072	5	27.916031905591176
5	163	6	26.624338985658838
5	14	7	26.188433041413052
5	968	8	25.72881532912071
5	753	9	25.07673402850891
5	625	10	25.067799436017822
6	798	1	50.4681959517007
6	315	2	44.97559271179448
6	99	3	40.54376511964158
6	257	4	38.28704109834691
6	151	5	35.585692294004566
6	927	6	34.872936075007495
6	976	7	32.7441421602735
6	131	8	31.84386327375322
6	344	9	30.475940429930525
6	522	10	30.089126167843112
7	1040	1	81.04412734162347
7	1347	2	67.29810227932587
7	1231	3	61.977737801892985
7	947	4	60.41983698941789
7	189	5	60.41780848508742
7	122	6	59.21914888288156
7	1307	7	53.29210011811918
7	225	8	53.22692954920452
7	423	9	52.43349439537918
7	492	10	51.329674946153716
8	234	1	91.34146048146405
8	122	2	75.09285005689331
8	947	3	72.8125747795483
8	189	4	62.433524997099596
8	433	5	62.04926321696166
8	1347	6	60.57525109329192
8	160	7	58.017949018883606
8	197	8	57.22677393961833
8	1231	9	55.426850993138714
8	1307	10	55.05775895167978
9	564	1	54.35686572575068
9	662	2	50.102427414814045
9	49	3	41.09841682830618
9	571	4	40.21469985635367
9	123	5	39.241753505266914
9	45	6	38.29393236855249
9	1213	7	36.28605860805585
9	572	8	36.06815619468501
9	270	9	35.051322618905
9	1040	10	33.76217216039562
10	493	1	78.72975816429359
10	185	2	54.170954024651806
10	1199	3	48.50980774263385
10	302	4	41.592170238113034
10	329	5	37.21140882799456
10	110	6	36.329012536677254
10	949	7	35.38952937624148
10	522	8	35.38134038101647
10	1313	9	35.37122848602385
10	576	10	31.202251880810184
11	1356	1	48.31628953730465
11	160	2	46.86589480600122
11	72	3	44.94319691697329
11	1248	4	43.94307994365458
11	132	5	42.30320578562558
11	25	6	41.67745688614616
11	1108	7	38.73641352245716
11	329	8	37.934517725756095
11	495	9	37.390363621438645
11	572	10	37.24397951297778
12	649	1	41.58177852019501
12	270	2	41.408295483149224
12	1209	3	40.32623272066492
12	941	4	37.96989976762945
12	1066	5	32.640332714040866
12	1094	6	31.955324112066783
12	33	7	31.69150255467901
12	576	8	31.615892783998582
12	927	9	30.13265634714245
12	1144	10	29.725672252026097
13	199	1	47.53313938087443
13	1268	2	45.55135510671293
13	660	3	31.714588142293294
13	496	4	27.98223638436447
13	903	5	26.558900751564227
13	643	6	23.766569690437215
13	801	7	21.36967801025614
13	520	8	20.87397817580274
13	1072	9	15.282066224779356
13	262	10	14.331089934917312
14	1313	1	87.97839302276533
14	798	2	73.32070894713243
14	132	3	72.73548909300929
14	64	4	71.96443689251078
14	329	5	57.2077640007025
14	170	6	56.80486883231384
14	1248	7	48.722927709294474
14	721	8	46.333096029591246
14	903	9	44.220467900258875
14	1156	10	42.556215791820875
15	1097	1	27.970125914877936
15	462	2	26.71881148659703
15	1025	3	23.163463425107615
15	82	4	18.76226604344546
15	542	5	18.76226604344546
15	463	6	15.171998877999634
15	1043	7	15.171998877999634
15	1199	8	14.361068661783307
15	553	9	11.987196820661973
15	761	10	11.987196820661973
16	927	1	68.67424027128804
16	976	2	66.11103488047101
16	498	3	64.28840666915065
16	1239	4	60.510835419778054
16	1328	5	53.07585794313933
16	160	6	45.89408820800519
16	433	7	42.985041501718015
16	266	8	42.07485845662097
16	25	9	39.13057284835158
16	1255	10	38.83440548999821
17	1239	1	68.86609234227872
17	1108	2	65.38283277542556
17	927	3	63.9361647737652
17	1201	4	63.374654235015406
17	94	5	55.809763403153106
17	160	6	53.42114398519963
17	373	7	51.55125095342406
17	976	8	49.55756271415061
17	1281	9	48.59770371043424
17	1301	10	46.860158079111585
18	197	1	71.3008031969715
18	234	2	67.28036331709689
18	947	3	66.27317183878837
18	927	4	65.9590867324112
18	1347	5	60.57525109329192
18	189	6	60.41780848508742
18	225	7	56.00535303802372
18	433	8	54.184866745458514
18	1352	9	52.03023596713377
18	717	10	51.44902866628189
19	82	1	58.05884919980283
19	554	2	40.923585392509075
19	1313	3	39.32986332794236
19	163	4	37.58132280197862
19	164	5	36.24777197552321
19	826	6	35.61038280480624
19	660	7	35.434946214291145
19	44	8	31.593413218910182
19	434	9	30.18834004281127
19	1166	10	30.086650975024153
20	270	1	56.95279925059392
20	329	2	52.24123688672134
20	500	3	50.913760041008835
20	88	4	44.815953529542455
20	1268	5	44.346104485953475
20	268	6	42.47685089516792
20	300	7	42.47268338540051
20	193	8	41.97148126932733
20	625	9	41.64862768610956
20	798	10	40.24225522429353
21	721	1	54.120148627766106
21	628	2	45.63715287357438
21	1051	3	36.22113404765385
21	114	4	34.65493424970867
21	502	5	34.53728739258698
21	96	6	34.057057367330664
21	68	7	32.75151374275909
21	377	8	32.60095070815919
21	156	9	32.24853539202645
21	17	10	31.213884444260714
